2026-09-22T13:27:32.6347677+08:00	Information	SingleInstanceGuard	抢到了整机单例名字。名字=Global\SQCD.Agv.Wpf.Onboard。
2026-09-22T13:28:00.9586286+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:01.9457684+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:03.0210778+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:03.9999113+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:04.8935360+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:05.8377541+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:07.0321948+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:08.3732603+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:09.4953529+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:10.4941578+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:11.3614438+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:11.8189381+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:12.8232954+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:13.8670424+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:14.9742875+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:16.3335033+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:16.8389303+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:17.8679135+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:18.8359752+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:19.8074177+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:20.8316519+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:22.0176917+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:22.8521823+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:24.3098372+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:24.9509660+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:25.9644157+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:27.0391956+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:28.1828972+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:29.0767729+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:30.3604943+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:30.9723540+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:32.0399059+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:33.2109847+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:34.2110044+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:35.1929572+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:35.9711297+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:36.7946692+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:38.1645190+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:38.9776967+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:40.3289092+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:41.3678058+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:41.8469397+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:42.7973101+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:43.8781449+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:44.8972164+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:46.2304050+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:46.9215272+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:47.9005625+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:48.8609924+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:49.8393311+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:51.1947980+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:52.2447134+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:53.2092181+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:53.9059923+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:54.8911088+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:56.2603858+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:57.5902156+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:58.7262075+08:00	Information	WireToGateBusinessService	忽略并发重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a。
2026-09-22T13:28:58.9913581+08:00	Information	ModbusTcpIoModuleClient	1号仓IO变化：DO 0->0，锁DI 0->1，光幕DI 1->0。
2026-09-22T13:29:00.2547297+08:00	Information	WireToGateBusinessService	忽略重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a，保留原OperationResult重放。
2026-09-22T13:29:00.9803255+08:00	Information	WireToGateBusinessService	忽略重复SlotOperationCommand：attempt=0588009d-9e48-ff5d-8d0c-234899ddd04a，保留原OperationResult重放。
